!Thresh(eV)            0.00                       0.02                       0.291                      0.59                       0.88                       1.17                       1.47                       1.76                       2.06                       2.35                       6.17                       7.00                       7.35                       7.36                       7.80                       8.16                       8.40                       8.55                       8.89                       11.03                      11.87                      12.25                      13.0                       15.6                       0.00
!Reaction              e+N2(X1)->e+N2(X1)         e+N2(X1)->e+N2(Rot)        e+N2(X1)->e+N2(v1)         e+N2(X1)->e+N2(v2)         e+N2(X1)->e+N2(v3)         e+N2(X1)->e+N2(v4)         e+N2(X1)->e+N2(v5)         e+N2(X1)->e+N2(v6)         e+N2(X1)->e+N2(v7)         e+N2(X1)->e+N2(v8)         e+N2(X1)->e+N2(A3,v0-4)    e+N2(X1)->e+N2(A3,v5-9)    e+N2(X1)->e+N2(B3)         e+N2(X1)->e+N2(W3)         e+N2(X1)->e+N2(A3,v10-)    e+N2(X1)->e+N2(B'3)        e+N2(X1)->e+N2(a'1)        e+N2(X1)->e+N2(a1)         e+N2(X1)->e+N2(w1)         e+N2(X1)->e+N2(C3)         e+N2(X1)->e+N2(E3)         e+N2(X1)->e+N2(a''1)       e+N2(X1)->e+N2(sum)        e+N2(X1)->e+e+N2(X2:ion)   e+N2(X2:ion)->N(4S)+N(4S)
!Type                  Ground/MomXfer             Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Excitation                 Ionization                 Recombination
!<E> (eV)              Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)      Rate_Constant(cm^3/s)
!---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
84.8                   4.473E-07                  1.035E-10                  5.045E-10                  7.140E-11                  4.755E-11                  3.298E-11                  2.815E-11                  2.430E-11                  1.368E-11                  6.715E-12                  9.313E-11                  3.966E-10                  9.665E-10                  1.043E-09                  4.040E-10                  4.144E-10                  5.230E-10                  2.893E-09                  2.724E-10                  2.498E-09                  3.600E-11                  3.519E-10                  7.006E-08                  1.020E-07                  1.744E-08
85.0                   4.475E-07                  1.031E-10                  5.033E-10                  7.115E-11                  4.738E-11                  3.287E-11                  2.806E-11                  2.421E-11                  1.363E-11                  6.692E-12                  9.294E-11                  3.958E-10                  9.645E-10                  1.041E-09                  4.032E-10                  4.137E-10                  5.229E-10                  2.891E-09                  2.719E-10                  2.492E-09                  3.593E-11                  3.517E-10                  7.013E-08                  1.021E-07                  1.742E-08
85.2                   4.477E-07                  1.028E-10                  5.020E-10                  7.091E-11                  4.722E-11                  3.276E-11                  2.796E-11                  2.413E-11                  1.359E-11                  6.669E-12                  9.275E-11                  3.950E-10                  9.625E-10                  1.039E-09                  4.024E-10                  4.130E-10                  5.228E-10                  2.889E-09                  2.713E-10                  2.487E-09                  3.586E-11                  3.515E-10                  7.020E-08                  1.023E-07                  1.741E-08
85.4                   4.479E-07                  1.024E-10                  5.007E-10                  7.067E-11                  4.706E-11                  3.264E-11                  2.787E-11                  2.405E-11                  1.354E-11                  6.646E-12                  9.257E-11                  3.942E-10                  9.605E-10                  1.037E-09                  4.016E-10                  4.122E-10                  5.226E-10                  2.888E-09                  2.708E-10                  2.481E-09                  3.579E-11                  3.513E-10                  7.026E-08                  1.024E-07                  1.740E-08
85.6                   4.481E-07                  1.021E-10                  4.995E-10                  7.043E-11                  4.690E-11                  3.253E-11                  2.777E-11                  2.397E-11                  1.349E-11                  6.624E-12                  9.238E-11                  3.934E-10                  9.585E-10                  1.035E-09                  4.008E-10                  4.115E-10                  5.225E-10                  2.886E-09                  2.703E-10                  2.476E-09                  3.571E-11                  3.511E-10                  7.032E-08                  1.026E-07                  1.739E-08
85.8                   4.482E-07                  1.017E-10                  4.982E-10                  7.019E-11                  4.674E-11                  3.242E-11                  2.768E-11                  2.389E-11                  1.345E-11                  6.602E-12                  9.220E-11                  3.926E-10                  9.565E-10                  1.032E-09                  4.000E-10                  4.108E-10                  5.224E-10                  2.884E-09                  2.698E-10                  2.470E-09                  3.564E-11                  3.509E-10                  7.039E-08                  1.028E-07                  1.738E-08
86.0                   4.484E-07                  1.014E-10                  4.970E-10                  6.995E-11                  4.658E-11                  3.231E-11                  2.758E-11                  2.381E-11                  1.340E-11                  6.579E-12                  9.201E-11                  3.919E-10                  9.545E-10                  1.030E-09                  3.992E-10                  4.101E-10                  5.223E-10                  2.882E-09                  2.692E-10                  2.465E-09                  3.557E-11                  3.507E-10                  7.045E-08                  1.029E-07                  1.736E-08
86.2                   4.486E-07                  1.010E-10                  4.957E-10                  6.972E-11                  4.643E-11                  3.220E-11                  2.749E-11                  2.373E-11                  1.336E-11                  6.557E-12                  9.183E-11                  3.911E-10                  9.525E-10                  1.028E-09                  3.984E-10                  4.094E-10                  5.222E-10                  2.881E-09                  2.687E-10                  2.459E-09                  3.550E-11                  3.505E-10                  7.052E-08                  1.031E-07                  1.735E-08
86.4                   4.488E-07                  1.007E-10                  4.945E-10                  6.948E-11                  4.627E-11                  3.210E-11                  2.740E-11                  2.365E-11                  1.331E-11                  6.535E-12                  9.165E-11                  3.903E-10                  9.505E-10                  1.026E-09                  3.976E-10                  4.087E-10                  5.221E-10                  2.879E-09                  2.682E-10                  2.454E-09                  3.543E-11                  3.503E-10                  7.058E-08                  1.032E-07                  1.734E-08
86.6                   4.490E-07                  1.004E-10                  4.932E-10                  6.925E-11                  4.611E-11                  3.199E-11                  2.731E-11                  2.357E-11                  1.327E-11                  6.513E-12                  9.146E-11                  3.895E-10                  9.485E-10                  1.024E-09                  3.968E-10                  4.080E-10                  5.220E-10                  2.877E-09                  2.677E-10                  2.449E-09                  3.536E-11                  3.501E-10                  7.064E-08                  1.034E-07                  1.733E-08
86.8                   4.492E-07                  1.000E-10                  4.920E-10                  6.902E-11                  4.596E-11                  3.188E-11                  2.722E-11                  2.349E-11                  1.322E-11                  6.492E-12                  9.128E-11                  3.887E-10                  9.466E-10                  1.022E-09                  3.961E-10                  4.073E-10                  5.218E-10                  2.876E-09                  2.672E-10                  2.443E-09                  3.530E-11                  3.499E-10                  7.071E-08                  1.036E-07                  1.732E-08
87.0                   4.494E-07                  9.969E-11                  4.907E-10                  6.879E-11                  4.581E-11                  3.177E-11                  2.712E-11                  2.341E-11                  1.318E-11                  6.470E-12                  9.110E-11                  3.879E-10                  9.446E-10                  1.019E-09                  3.953E-10                  4.066E-10                  5.217E-10                  2.874E-09                  2.667E-10                  2.438E-09                  3.523E-11                  3.497E-10                  7.077E-08                  1.037E-07                  1.730E-08
87.2                   4.496E-07                  9.935E-11                  4.895E-10                  6.856E-11                  4.565E-11                  3.167E-11                  2.703E-11                  2.333E-11                  1.314E-11                  6.449E-12                  9.092E-11                  3.872E-10                  9.427E-10                  1.017E-09                  3.945E-10                  4.059E-10                  5.216E-10                  2.872E-09                  2.661E-10                  2.433E-09                  3.516E-11                  3.495E-10                  7.083E-08                  1.039E-07                  1.729E-08
87.4                   4.498E-07                  9.902E-11                  4.884E-10                  6.833E-11                  4.550E-11                  3.156E-11                  2.694E-11                  2.325E-11                  1.309E-11                  6.427E-12                  9.074E-11                  3.864E-10                  9.407E-10                  1.015E-09                  3.937E-10                  4.052E-10                  5.215E-10                  2.870E-09                  2.656E-10                  2.427E-09                  3.509E-11                  3.493E-10                  7.089E-08                  1.040E-07                  1.728E-08
87.6                   4.500E-07                  9.869E-11                  4.871E-10                  6.810E-11                  4.535E-11                  3.146E-11                  2.685E-11                  2.318E-11                  1.305E-11                  6.406E-12                  9.056E-11                  3.856E-10                  9.388E-10                  1.013E-09                  3.929E-10                  4.045E-10                  5.214E-10                  2.869E-09                  2.651E-10                  2.422E-09                  3.502E-11                  3.491E-10                  7.096E-08                  1.042E-07                  1.727E-08
87.8                   4.502E-07                  9.837E-11                  4.859E-10                  6.787E-11                  4.520E-11                  3.135E-11                  2.677E-11                  2.310E-11                  1.300E-11                  6.385E-12                  9.038E-11                  3.849E-10                  9.368E-10                  1.011E-09                  3.922E-10                  4.038E-10                  5.213E-10                  2.867E-09                  2.646E-10                  2.417E-09                  3.495E-11                  3.489E-10                  7.102E-08                  1.043E-07                  1.726E-08
88.0                   4.504E-07                  9.804E-11                  4.847E-10                  6.765E-11                  4.505E-11                  3.125E-11                  2.668E-11                  2.302E-11                  1.296E-11                  6.364E-12                  9.020E-11                  3.841E-10                  9.349E-10                  1.009E-09                  3.914E-10                  4.032E-10                  5.211E-10                  2.865E-09                  2.641E-10                  2.412E-09                  3.488E-11                  3.487E-10                  7.108E-08                  1.045E-07                  1.724E-08
88.2                   4.506E-07                  9.772E-11                  4.835E-10                  6.743E-11                  4.490E-11                  3.115E-11                  2.659E-11                  2.295E-11                  1.292E-11                  6.343E-12                  9.002E-11                  3.833E-10                  9.330E-10                  1.007E-09                  3.906E-10                  4.025E-10                  5.210E-10                  2.864E-09                  2.636E-10                  2.406E-09                  3.482E-11                  3.485E-10                  7.114E-08                  1.047E-07                  1.723E-08
88.4                   4.508E-07                  9.740E-11                  4.823E-10                  6.720E-11                  4.475E-11                  3.104E-11                  2.650E-11                  2.287E-11                  1.288E-11                  6.322E-12                  8.985E-11                  3.826E-10                  9.311E-10                  1.005E-09                  3.898E-10                  4.018E-10                  5.209E-10                  2.862E-09                  2.631E-10                  2.401E-09                  3.475E-11                  3.483E-10                  7.120E-08                  1.048E-07                  1.722E-08
88.6                   4.510E-07                  9.708E-11                  4.811E-10                  6.698E-11                  4.460E-11                  3.094E-11                  2.641E-11                  2.280E-11                  1.283E-11                  6.301E-12                  8.967E-11                  3.818E-10                  9.292E-10                  1.003E-09                  3.891E-10                  4.011E-10                  5.208E-10                  2.860E-09                  2.626E-10                  2.396E-09                  3.468E-11                  3.481E-10                  7.126E-08                  1.050E-07                  1.721E-08
88.8                   4.512E-07                  9.676E-11                  4.799E-10                  6.676E-11                  4.446E-11                  3.084E-11                  2.633E-11                  2.272E-11                  1.279E-11                  6.281E-12                  8.949E-11                  3.811E-10                  9.273E-10                  1.000E-09                  3.883E-10                  4.004E-10                  5.207E-10                  2.858E-09                  2.621E-10                  2.391E-09                  3.461E-11                  3.479E-10                  7.132E-08                  1.051E-07                  1.720E-08
89.0                   4.514E-07                  9.644E-11                  4.788E-10                  6.655E-11                  4.431E-11                  3.074E-11                  2.624E-11                  2.265E-11                  1.275E-11                  6.260E-12                  8.932E-11                  3.803E-10                  9.254E-10                  9.984E-10                  3.876E-10                  3.997E-10                  5.206E-10                  2.857E-09                  2.616E-10                  2.386E-09                  3.455E-11                  3.477E-10                  7.138E-08                  1.053E-07                  1.719E-08
89.2                   4.516E-07                  9.613E-11                  4.776E-10                  6.633E-11                  4.417E-11                  3.064E-11                  2.616E-11                  2.257E-11                  1.271E-11                  6.240E-12                  8.914E-11                  3.795E-10                  9.235E-10                  9.963E-10                  3.868E-10                  3.991E-10                  5.204E-10                  2.855E-09                  2.611E-10                  2.380E-09                  3.448E-11                  3.475E-10                  7.144E-08                  1.054E-07                  1.717E-08
89.4                   4.517E-07                  9.582E-11                  4.764E-10                  6.611E-11                  4.402E-11                  3.054E-11                  2.607E-11                  2.250E-11                  1.267E-11                  6.220E-12                  8.897E-11                  3.788E-10                  9.216E-10                  9.942E-10                  3.860E-10                  3.984E-10                  5.203E-10                  2.853E-09                  2.606E-10                  2.375E-09                  3.441E-11                  3.473E-10                  7.150E-08                  1.056E-07                  1.716E-08
89.6                   4.519E-07                  9.550E-11                  4.753E-10                  6.590E-11                  4.388E-11                  3.044E-11                  2.599E-11                  2.243E-11                  1.263E-11                  6.199E-12                  8.879E-11                  3.781E-10                  9.197E-10                  9.922E-10                  3.853E-10                  3.977E-10                  5.202E-10                  2.852E-09                  2.601E-10                  2.370E-09                  3.435E-11                  3.472E-10                  7.156E-08                  1.057E-07                  1.715E-08
89.8                   4.521E-07                  9.520E-11                  4.741E-10                  6.568E-11                  4.374E-11                  3.034E-11                  2.590E-11                  2.235E-11                  1.259E-11                  6.179E-12                  8.862E-11                  3.773E-10                  9.178E-10                  9.901E-10                  3.845E-10                  3.970E-10                  5.201E-10                  2.850E-09                  2.596E-10                  2.365E-09                  3.428E-11                  3.470E-10                  7.162E-08                  1.059E-07                  1.714E-08
90.0                   4.523E-07                  9.489E-11                  4.729E-10                  6.547E-11                  4.360E-11                  3.024E-11                  2.582E-11                  2.228E-11                  1.255E-11                  6.160E-12                  8.844E-11                  3.766E-10                  9.160E-10                  9.881E-10                  3.838E-10                  3.964E-10                  5.200E-10                  2.848E-09                  2.591E-10                  2.360E-09                  3.421E-11                  3.468E-10                  7.168E-08                  1.060E-07                  1.713E-08
90.2                   4.525E-07                  9.458E-11                  4.718E-10                  6.526E-11                  4.346E-11                  3.014E-11                  2.573E-11                  2.221E-11                  1.251E-11                  6.140E-12                  8.827E-11                  3.758E-10                  9.141E-10                  9.861E-10                  3.830E-10                  3.957E-10                  5.199E-10                  2.847E-09                  2.586E-10                  2.355E-09                  3.415E-11                  3.466E-10                  7.174E-08                  1.062E-07                  1.712E-08
90.4                   4.527E-07                  9.428E-11                  4.706E-10                  6.505E-11                  4.331E-11                  3.005E-11                  2.565E-11                  2.214E-11                  1.246E-11                  6.120E-12                  8.810E-11                  3.751E-10                  9.123E-10                  9.840E-10                  3.823E-10                  3.950E-10                  5.197E-10                  2.845E-09                  2.581E-10                  2.350E-09                  3.408E-11                  3.464E-10                  7.180E-08                  1.063E-07                  1.711E-08
90.6                   4.528E-07                  9.397E-11                  4.695E-10                  6.484E-11                  4.318E-11                  2.995E-11                  2.557E-11                  2.207E-11                  1.242E-11                  6.100E-12                  8.793E-11                  3.744E-10                  9.104E-10                  9.820E-10                  3.815E-10                  3.943E-10                  5.196E-10                  2.843E-09                  2.577E-10                  2.345E-09                  3.402E-11                  3.462E-10                  7.186E-08                  1.065E-07                  1.709E-08
90.8                   4.530E-07                  9.367E-11                  4.683E-10                  6.463E-11                  4.304E-11                  2.985E-11                  2.549E-11                  2.200E-11                  1.239E-11                  6.081E-12                  8.776E-11                  3.736E-10                  9.086E-10                  9.800E-10                  3.808E-10                  3.937E-10                  5.195E-10                  2.841E-09                  2.572E-10                  2.340E-09                  3.395E-11                  3.460E-10                  7.192E-08                  1.066E-07                  1.708E-08
91.0                   4.532E-07                  9.337E-11                  4.673E-10                  6.442E-11                  4.290E-11                  2.976E-11                  2.541E-11                  2.193E-11                  1.235E-11                  6.062E-12                  8.758E-11                  3.729E-10                  9.067E-10                  9.780E-10                  3.801E-10                  3.930E-10                  5.194E-10                  2.840E-09                  2.567E-10                  2.335E-09                  3.389E-11                  3.458E-10                  7.198E-08                  1.068E-07                  1.707E-08
91.2                   4.534E-07                  9.307E-11                  4.661E-10                  6.422E-11                  4.276E-11                  2.966E-11                  2.532E-11                  2.186E-11                  1.231E-11                  6.042E-12                  8.741E-11                  3.722E-10                  9.049E-10                  9.760E-10                  3.793E-10                  3.924E-10                  5.193E-10                  2.838E-09                  2.562E-10                  2.330E-09                  3.382E-11                  3.456E-10                  7.204E-08                  1.069E-07                  1.706E-08
91.4                   4.535E-07                  9.278E-11                  4.650E-10                  6.401E-11                  4.263E-11                  2.957E-11                  2.524E-11                  2.179E-11                  1.227E-11                  6.023E-12                  8.724E-11                  3.714E-10                  9.031E-10                  9.740E-10                  3.786E-10                  3.917E-10                  5.191E-10                  2.836E-09                  2.557E-10                  2.325E-09                  3.376E-11                  3.454E-10                  7.209E-08                  1.071E-07                  1.705E-08
91.6                   4.537E-07                  9.248E-11                  4.638E-10                  6.381E-11                  4.249E-11                  2.947E-11                  2.516E-11                  2.172E-11                  1.223E-11                  6.004E-12                  8.708E-11                  3.707E-10                  9.013E-10                  9.720E-10                  3.779E-10                  3.910E-10                  5.190E-10                  2.835E-09                  2.552E-10                  2.320E-09                  3.369E-11                  3.452E-10                  7.215E-08                  1.072E-07                  1.704E-08
91.8                   4.539E-07                  9.219E-11                  4.628E-10                  6.361E-11                  4.235E-11                  2.938E-11                  2.508E-11                  2.165E-11                  1.219E-11                  5.985E-12                  8.691E-11                  3.700E-10                  8.994E-10                  9.700E-10                  3.771E-10                  3.904E-10                  5.189E-10                  2.833E-09                  2.548E-10                  2.315E-09                  3.363E-11                  3.450E-10                  7.221E-08                  1.074E-07                  1.703E-08
92.0                   4.541E-07                  9.190E-11                  4.617E-10                  6.340E-11                  4.222E-11                  2.929E-11                  2.500E-11                  2.158E-11                  1.215E-11                  5.966E-12                  8.674E-11                  3.693E-10                  8.976E-10                  9.680E-10                  3.764E-10                  3.897E-10                  5.188E-10                  2.831E-09                  2.543E-10                  2.310E-09                  3.356E-11                  3.448E-10                  7.227E-08                  1.075E-07                  1.702E-08
92.2                   4.543E-07                  9.161E-11                  4.605E-10                  6.320E-11                  4.209E-11                  2.919E-11                  2.492E-11                  2.151E-11                  1.211E-11                  5.947E-12                  8.657E-11                  3.685E-10                  8.958E-10                  9.661E-10                  3.757E-10                  3.891E-10                  5.187E-10                  2.830E-09                  2.538E-10                  2.305E-09                  3.350E-11                  3.446E-10                  7.232E-08                  1.077E-07                  1.700E-08
92.4                   4.544E-07                  9.132E-11                  4.595E-10                  6.300E-11                  4.195E-11                  2.910E-11                  2.485E-11                  2.144E-11                  1.207E-11                  5.929E-12                  8.640E-11                  3.678E-10                  8.940E-10                  9.641E-10                  3.749E-10                  3.884E-10                  5.185E-10                  2.828E-09                  2.533E-10                  2.300E-09                  3.344E-11                  3.445E-10                  7.238E-08                  1.078E-07                  1.699E-08
92.6                   4.546E-07                  9.103E-11                  4.584E-10                  6.281E-11                  4.182E-11                  2.901E-11                  2.477E-11                  2.138E-11                  1.204E-11                  5.910E-12                  8.624E-11                  3.671E-10                  8.922E-10                  9.622E-10                  3.742E-10                  3.878E-10                  5.184E-10                  2.826E-09                  2.529E-10                  2.296E-09                  3.337E-11                  3.443E-10                  7.244E-08                  1.080E-07                  1.698E-08
92.8                   4.548E-07                  9.075E-11                  4.572E-10                  6.261E-11                  4.169E-11                  2.892E-11                  2.469E-11                  2.131E-11                  1.200E-11                  5.892E-12                  8.607E-11                  3.664E-10                  8.905E-10                  9.602E-10                  3.735E-10                  3.871E-10                  5.183E-10                  2.825E-09                  2.524E-10                  2.291E-09                  3.331E-11                  3.441E-10                  7.249E-08                  1.081E-07                  1.697E-08
93.0                   4.550E-07                  9.046E-11                  4.562E-10                  6.241E-11                  4.156E-11                  2.883E-11                  2.461E-11                  2.124E-11                  1.196E-11                  5.873E-12                  8.590E-11                  3.657E-10                  8.887E-10                  9.583E-10                  3.728E-10                  3.865E-10                  5.182E-10                  2.823E-09                  2.519E-10                  2.286E-09                  3.325E-11                  3.439E-10                  7.255E-08                  1.082E-07                  1.696E-08
93.2                   4.551E-07                  9.018E-11                  4.551E-10                  6.222E-11                  4.143E-11                  2.874E-11                  2.454E-11                  2.118E-11                  1.192E-11                  5.855E-12                  8.574E-11                  3.650E-10                  8.869E-10                  9.563E-10                  3.721E-10                  3.858E-10                  5.181E-10                  2.821E-09                  2.515E-10                  2.281E-09                  3.318E-11                  3.437E-10                  7.261E-08                  1.084E-07                  1.695E-08
93.4                   4.553E-07                  8.990E-11                  4.540E-10                  6.202E-11                  4.130E-11                  2.865E-11                  2.446E-11                  2.111E-11                  1.189E-11                  5.837E-12                  8.557E-11                  3.643E-10                  8.851E-10                  9.544E-10                  3.714E-10                  3.852E-10                  5.179E-10                  2.820E-09                  2.510E-10                  2.276E-09                  3.312E-11                  3.435E-10                  7.266E-08                  1.085E-07                  1.694E-08
93.6                   4.555E-07                  8.962E-11                  4.529E-10                  6.183E-11                  4.117E-11                  2.856E-11                  2.438E-11                  2.104E-11                  1.185E-11                  5.818E-12                  8.541E-11                  3.636E-10                  8.834E-10                  9.525E-10                  3.706E-10                  3.845E-10                  5.178E-10                  2.818E-09                  2.505E-10                  2.272E-09                  3.306E-11                  3.433E-10                  7.272E-08                  1.087E-07                  1.693E-08
93.8                   4.557E-07                  8.934E-11                  4.519E-10                  6.164E-11                  4.104E-11                  2.847E-11                  2.431E-11                  2.098E-11                  1.181E-11                  5.800E-12                  8.525E-11                  3.629E-10                  8.816E-10                  9.505E-10                  3.699E-10                  3.839E-10                  5.177E-10                  2.816E-09                  2.501E-10                  2.267E-09                  3.299E-11                  3.431E-10                  7.277E-08                  1.088E-07                  1.692E-08
94.0                   4.558E-07                  8.906E-11                  4.508E-10                  6.145E-11                  4.091E-11                  2.838E-11                  2.423E-11                  2.091E-11                  1.178E-11                  5.783E-12                  8.508E-11                  3.622E-10                  8.799E-10                  9.486E-10                  3.692E-10                  3.832E-10                  5.176E-10                  2.815E-09                  2.496E-10                  2.262E-09                  3.293E-11                  3.429E-10                  7.283E-08                  1.090E-07                  1.691E-08
94.2                   4.560E-07                  8.879E-11                  4.497E-10                  6.126E-11                  4.079E-11                  2.829E-11                  2.416E-11                  2.085E-11                  1.174E-11                  5.765E-12                  8.492E-11                  3.615E-10                  8.781E-10                  9.467E-10                  3.685E-10                  3.826E-10                  5.175E-10                  2.813E-09                  2.491E-10                  2.257E-09                  3.287E-11                  3.428E-10                  7.288E-08                  1.091E-07                  1.690E-08
94.4                   4.562E-07                  8.851E-11                  4.487E-10                  6.107E-11                  4.066E-11                  2.821E-11                  2.408E-11                  2.079E-11                  1.170E-11                  5.747E-12                  8.476E-11                  3.608E-10                  8.764E-10                  9.448E-10                  3.678E-10                  3.820E-10                  5.173E-10                  2.811E-09                  2.487E-10                  2.253E-09                  3.281E-11                  3.426E-10                  7.294E-08                  1.092E-07                  1.688E-08
94.6                   4.563E-07                  8.824E-11                  4.476E-10                  6.088E-11                  4.054E-11                  2.812E-11                  2.401E-11                  2.072E-11                  1.167E-11                  5.729E-12                  8.460E-11                  3.601E-10                  8.746E-10                  9.429E-10                  3.671E-10                  3.813E-10                  5.172E-10                  2.810E-09                  2.482E-10                  2.248E-09                  3.275E-11                  3.424E-10                  7.299E-08                  1.094E-07                  1.687E-08
94.8                   4.565E-07                  8.797E-11                  4.466E-10                  6.069E-11                  4.041E-11                  2.803E-11                  2.393E-11                  2.066E-11                  1.163E-11                  5.712E-12                  8.443E-11                  3.594E-10                  8.729E-10                  9.410E-10                  3.664E-10                  3.807E-10                  5.171E-10                  2.808E-09                  2.478E-10                  2.243E-09                  3.269E-11                  3.422E-10                  7.305E-08                  1.095E-07                  1.686E-08
95.0                   4.567E-07                  8.770E-11                  4.456E-10                  6.050E-11                  4.029E-11                  2.795E-11                  2.386E-11                  2.059E-11                  1.160E-11                  5.694E-12                  8.427E-11                  3.587E-10                  8.712E-10                  9.392E-10                  3.657E-10                  3.801E-10                  5.170E-10                  2.806E-09                  2.473E-10                  2.239E-09                  3.262E-11                  3.420E-10                  7.310E-08                  1.097E-07                  1.685E-08
95.2                   4.568E-07                  8.743E-11                  4.445E-10                  6.032E-11                  4.016E-11                  2.786E-11                  2.379E-11                  2.053E-11                  1.156E-11                  5.677E-12                  8.411E-11                  3.580E-10                  8.695E-10                  9.373E-10                  3.650E-10                  3.794E-10                  5.168E-10                  2.805E-09                  2.468E-10                  2.234E-09                  3.256E-11                  3.418E-10                  7.316E-08                  1.098E-07                  1.684E-08
95.4                   4.570E-07                  8.716E-11                  4.435E-10                  6.013E-11                  4.004E-11                  2.778E-11                  2.371E-11                  2.047E-11                  1.153E-11                  5.660E-12                  8.395E-11                  3.573E-10                  8.677E-10                  9.354E-10                  3.643E-10                  3.788E-10                  5.167E-10                  2.803E-09                  2.464E-10                  2.229E-09                  3.250E-11                  3.416E-10                  7.321E-08                  1.100E-07                  1.683E-08
95.6                   4.571E-07                  8.690E-11                  4.424E-10                  5.995E-11                  3.992E-11                  2.769E-11                  2.364E-11                  2.041E-11                  1.149E-11                  5.642E-12                  8.379E-11                  3.567E-10                  8.660E-10                  9.336E-10                  3.636E-10                  3.782E-10                  5.166E-10                  2.801E-09                  2.459E-10                  2.225E-09                  3.244E-11                  3.414E-10                  7.326E-08                  1.101E-07                  1.682E-08
95.8                   4.573E-07                  8.663E-11                  4.414E-10                  5.977E-11                  3.980E-11                  2.761E-11                  2.357E-11                  2.034E-11                  1.146E-11                  5.625E-12                  8.364E-11                  3.560E-10                  8.643E-10                  9.317E-10                  3.630E-10                  3.776E-10                  5.165E-10                  2.800E-09                  2.455E-10                  2.220E-09                  3.238E-11                  3.413E-10                  7.332E-08                  1.102E-07                  1.681E-08
96.0                   4.574E-07                  8.637E-11                  4.403E-10                  5.959E-11                  3.968E-11                  2.752E-11                  2.350E-11                  2.028E-11                  1.142E-11                  5.608E-12                  8.348E-11                  3.553E-10                  8.626E-10                  9.298E-10                  3.623E-10                  3.769E-10                  5.164E-10                  2.798E-09                  2.450E-10                  2.215E-09                  3.232E-11                  3.411E-10                  7.337E-08                  1.104E-07                  1.680E-08
96.2                   4.576E-07                  8.611E-11                  4.393E-10                  5.940E-11                  3.955E-11                  2.744E-11                  2.343E-11                  2.022E-11                  1.139E-11                  5.591E-12                  8.332E-11                  3.546E-10                  8.609E-10                  9.280E-10                  3.616E-10                  3.763E-10                  5.162E-10                  2.796E-09                  2.446E-10                  2.211E-09                  3.226E-11                  3.409E-10                  7.342E-08                  1.105E-07                  1.679E-08
96.4                   4.577E-07                  8.585E-11                  4.383E-10                  5.922E-11                  3.943E-11                  2.736E-11                  2.336E-11                  2.016E-11                  1.135E-11                  5.574E-12                  8.316E-11                  3.540E-10                  8.593E-10                  9.262E-10                  3.609E-10                  3.757E-10                  5.161E-10                  2.795E-09                  2.441E-10                  2.206E-09                  3.220E-11                  3.407E-10                  7.348E-08                  1.107E-07                  1.678E-08
96.6                   4.579E-07                  8.559E-11                  4.373E-10                  5.905E-11                  3.932E-11                  2.727E-11                  2.329E-11                  2.010E-11                  1.132E-11                  5.558E-12                  8.300E-11                  3.533E-10                  8.576E-10                  9.243E-10                  3.602E-10                  3.751E-10                  5.160E-10                  2.793E-09                  2.437E-10                  2.202E-09                  3.214E-11                  3.405E-10                  7.353E-08                  1.108E-07                  1.677E-08
96.8                   4.581E-07                  8.533E-11                  4.363E-10                  5.887E-11                  3.920E-11                  2.719E-11                  2.322E-11                  2.004E-11                  1.128E-11                  5.541E-12                  8.285E-11                  3.526E-10                  8.559E-10                  9.225E-10                  3.595E-10                  3.745E-10                  5.159E-10                  2.791E-09                  2.433E-10                  2.197E-09                  3.208E-11                  3.403E-10                  7.358E-08                  1.109E-07                  1.676E-08
97.0                   4.582E-07                  8.507E-11                  4.353E-10                  5.869E-11                  3.908E-11                  2.711E-11                  2.315E-11                  1.998E-11                  1.125E-11                  5.524E-12                  8.269E-11                  3.519E-10                  8.542E-10                  9.207E-10                  3.589E-10                  3.738E-10                  5.157E-10                  2.790E-09                  2.428E-10                  2.193E-09                  3.202E-11                  3.402E-10                  7.364E-08                  1.111E-07                  1.675E-08
