!Thresh(eV)                 0.0                         0.02                        0.29                        0.291                       0.59                        0.88                        1.17                        1.47                        1.76                        11.03                       11.87                       12.25                       13.0                        2.06                        2.35                        6.17                        7.0                         7.35                        7.36                        7.8                         8.16                        8.4                         8.55                        8.89                        15.6                        18.8                        
!Reaction                   e+N2(X1)->e+N2(X1)          e+N2(X1)->e+N2(Rot)         e+N2(X1)->e+N2(v1)          e+N2(X1)->e+N2(v1res)       e+N2(X1)->e+N2(v2)          e+N2(X1)->e+N2(v3)          e+N2(X1)->e+N2(v4)          e+N2(X1)->e+N2(v5)          e+N2(X1)->e+N2(v6)          e+N2(X1)->e+N2(C3)          e+N2(X1)->e+N2(e3)          e+N2(X1)->e+N2(a''1)        e+N2(X1)->e+N2(SUM)         e+N2(X1)->e+N2(v7)          e+N2(X1)->e+N2(v8)          e+N2(X1)->e+N2(A3,v0-4)     e+N2(X1)->e+N2(A3,v5-9)     e+N2(X1)->e+N2(B3)          e+N2(X1)->e+N2(W3)          e+N2(X1)->e+N2(A3,v10-)     e+N2(X1)->e+N2(B'3)         e+N2(X1)->e+N2(a'1)         e+N2(X1)->e+N2(a1)          e+N2(X1)->e+N2(w1)          e+N2(X1)->e+e+N2(X2:ion)    e+N2(X1)->e+e+N2(X2:ion:B2SIGMA)
!Type                       Effective                   Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Excitation                  Ionization                  Ionization                  
!<E> (eV)                   Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        Rate_Constant(m^3/s)        
!-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1.994e+01                   1.892e-13                   1.589e-14                   1.208e-15                   6.171e-16                   8.489e-16                   7.178e-16                   4.273e-16                   2.845e-16                   1.971e-16                   1.681e-16                   1.447e-16                   3.662e-15                   6.908e-17                   3.670e-16                   2.121e-14                   8.118e-17                   3.968e-17                   1.808e-16                   7.739e-16                   2.059e-15                   2.325e-15                   7.723e-16                   7.071e-16                   5.510e-16                   2.804e-15                   5.830e-16
2.000e+01                   1.892e-13                   1.599e-14                   1.216e-15                   6.146e-16                   8.489e-16                   7.150e-16                   4.255e-16                   2.834e-16                   1.963e-16                   1.674e-16                   1.441e-16                   3.662e-15                   6.912e-17                   3.675e-16                   2.130e-14                   8.086e-17                   3.953e-17                   1.808e-16                   7.741e-16                   2.059e-15                   2.325e-15                   7.725e-16                   7.073e-16                   5.512e-16                   2.808e-15                   5.828e-16
2.005e+01                   1.892e-13                   1.609e-14                   1.224e-15                   6.122e-16                   8.490e-16                   7.122e-16                   4.237e-16                   2.823e-16                   1.955e-16                   1.668e-16                   1.435e-16                   3.662e-15                   6.915e-17                   3.680e-16                   2.140e-14                   8.054e-17                   3.938e-17                   1.809e-16                   7.743e-16                   2.059e-15                   2.325e-15                   7.728e-16                   7.075e-16                   5.514e-16                   2.812e-15                   5.826e-16
2.011e+01                   1.893e-13                   1.619e-14                   1.232e-15                   6.099e-16                   8.490e-16                   7.094e-16                   4.220e-16                   2.813e-16                   1.947e-16                   1.661e-16                   1.429e-16                   3.662e-15                   6.917e-17                   3.685e-16                   2.149e-14                   8.022e-17                   3.923e-17                   1.809e-16                   7.744e-16                   2.058e-15                   2.325e-15                   7.730e-16                   7.076e-16                   5.516e-16                   2.816e-15                   5.825e-16
2.017e+01                   1.893e-13                   1.629e-14                   1.239e-15                   6.075e-16                   8.490e-16                   7.068e-16                   4.203e-16                   2.802e-16                   1.939e-16                   1.655e-16                   1.424e-16                   3.663e-15                   6.918e-17                   3.689e-16                   2.159e-14                   7.991e-17                   3.908e-17                   1.810e-16                   7.746e-16                   2.058e-15                   2.324e-15                   7.732e-16                   7.078e-16                   5.518e-16                   2.820e-15                   5.823e-16
2.022e+01                   1.893e-13                   1.639e-14                   1.247e-15                   6.052e-16                   8.489e-16                   7.041e-16                   4.185e-16                   2.792e-16                   1.931e-16                   1.649e-16                   1.418e-16                   3.663e-15                   6.920e-17                   3.694e-16                   2.168e-14                   7.960e-17                   3.893e-17                   1.810e-16                   7.748e-16                   2.058e-15                   2.324e-15                   7.734e-16                   7.079e-16                   5.520e-16                   2.824e-15                   5.821e-16
2.028e+01                   1.893e-13                   1.649e-14                   1.255e-15                   6.029e-16                   8.489e-16                   7.015e-16                   4.168e-16                   2.781e-16                   1.923e-16                   1.642e-16                   1.413e-16                   3.663e-15                   6.920e-17                   3.699e-16                   2.178e-14                   7.929e-17                   3.878e-17                   1.810e-16                   7.749e-16                   2.058e-15                   2.324e-15                   7.736e-16                   7.081e-16                   5.523e-16                   2.828e-15                   5.819e-16
2.034e+01                   1.893e-13                   1.659e-14                   1.263e-15                   6.006e-16                   8.489e-16                   6.989e-16                   4.151e-16                   2.771e-16                   1.916e-16                   1.636e-16                   1.407e-16                   3.663e-15                   6.920e-17                   3.704e-16                   2.187e-14                   7.898e-17                   3.864e-17                   1.810e-16                   7.750e-16                   2.057e-15                   2.323e-15                   7.738e-16                   7.082e-16                   5.525e-16                   2.832e-15                   5.817e-16
2.039e+01                   1.893e-13                   1.669e-14                   1.271e-15                   5.983e-16                   8.489e-16                   6.964e-16                   4.134e-16                   2.760e-16                   1.908e-16                   1.629e-16                   1.402e-16                   3.663e-15                   6.920e-17                   3.708e-16                   2.197e-14                   7.868e-17                   3.850e-17                   1.811e-16                   7.752e-16                   2.057e-15                   2.323e-15                   7.740e-16                   7.084e-16                   5.527e-16                   2.836e-15                   5.815e-16
2.045e+01                   1.894e-13                   1.679e-14                   1.279e-15                   5.960e-16                   8.488e-16                   6.938e-16                   4.118e-16                   2.750e-16                   1.901e-16                   1.623e-16                   1.396e-16                   3.664e-15                   6.919e-17                   3.713e-16                   2.206e-14                   7.837e-17                   3.836e-17                   1.811e-16                   7.753e-16                   2.057e-15                   2.323e-15                   7.742e-16                   7.085e-16                   5.529e-16                   2.840e-15                   5.812e-16
2.051e+01                   1.894e-13                   1.689e-14                   1.287e-15                   5.938e-16                   8.488e-16                   6.913e-16                   4.101e-16                   2.739e-16                   1.894e-16                   1.617e-16                   1.391e-16                   3.664e-15                   6.918e-17                   3.718e-16                   2.216e-14                   7.807e-17                   3.822e-17                   1.811e-16                   7.754e-16                   2.056e-15                   2.322e-15                   7.744e-16                   7.086e-16                   5.531e-16                   2.844e-15                   5.810e-16
2.056e+01                   1.894e-13                   1.699e-14                   1.295e-15                   5.915e-16                   8.487e-16                   6.888e-16                   4.085e-16                   2.729e-16                   1.887e-16                   1.611e-16                   1.386e-16                   3.663e-15                   6.916e-17                   3.722e-16                   2.225e-14                   7.778e-17                   3.808e-17                   1.811e-16                   7.755e-16                   2.056e-15                   2.322e-15                   7.745e-16                   7.087e-16                   5.533e-16                   2.848e-15                   5.808e-16
2.062e+01                   1.894e-13                   1.709e-14                   1.303e-15                   5.893e-16                   8.486e-16                   6.863e-16                   4.069e-16                   2.719e-16                   1.880e-16                   1.604e-16                   1.381e-16                   3.663e-15                   6.920e-17                   3.726e-16                   2.234e-14                   7.749e-17                   3.795e-17                   1.812e-16                   7.756e-16                   2.056e-15                   2.321e-15                   7.747e-16                   7.088e-16                   5.534e-16                   2.851e-15                   5.806e-16
2.068e+01                   1.894e-13                   1.719e-14                   1.311e-15                   5.871e-16                   8.486e-16                   6.838e-16                   4.053e-16                   2.708e-16                   1.873e-16                   1.598e-16                   1.375e-16                   3.663e-15                   6.926e-17                   3.731e-16                   2.244e-14                   7.720e-17                   3.781e-17                   1.812e-16                   7.757e-16                   2.055e-15                   2.321e-15                   7.748e-16                   7.089e-16                   5.536e-16                   2.855e-15                   5.803e-16
2.073e+01                   1.894e-13                   1.729e-14                   1.319e-15                   5.849e-16                   8.485e-16                   6.813e-16                   4.037e-16                   2.698e-16                   1.866e-16                   1.592e-16                   1.370e-16                   3.663e-15                   6.932e-17                   3.735e-16                   2.253e-14                   7.691e-17                   3.768e-17                   1.812e-16                   7.758e-16                   2.055e-15                   2.320e-15                   7.750e-16                   7.090e-16                   5.538e-16                   2.859e-15                   5.801e-16
2.079e+01                   1.894e-13                   1.739e-14                   1.327e-15                   5.827e-16                   8.484e-16                   6.788e-16                   4.022e-16                   2.687e-16                   1.859e-16                   1.586e-16                   1.365e-16                   3.663e-15                   6.937e-17                   3.740e-16                   2.263e-14                   7.662e-17                   3.754e-17                   1.812e-16                   7.759e-16                   2.055e-15                   2.320e-15                   7.751e-16                   7.091e-16                   5.540e-16                   2.862e-15                   5.799e-16
2.085e+01                   1.894e-13                   1.749e-14                   1.335e-15                   5.805e-16                   8.484e-16                   6.763e-16                   4.007e-16                   2.677e-16                   1.852e-16                   1.580e-16                   1.360e-16                   3.663e-15                   6.942e-17                   3.744e-16                   2.272e-14                   7.633e-17                   3.741e-17                   1.812e-16                   7.760e-16                   2.054e-15                   2.319e-15                   7.752e-16                   7.092e-16                   5.542e-16                   2.866e-15                   5.797e-16
2.090e+01                   1.895e-13                   1.759e-14                   1.343e-15                   5.783e-16                   8.483e-16                   6.739e-16                   3.992e-16                   2.667e-16                   1.846e-16                   1.574e-16                   1.355e-16                   3.662e-15                   6.946e-17                   3.748e-16                   2.281e-14                   7.605e-17                   3.728e-17                   1.813e-16                   7.761e-16                   2.054e-15                   2.319e-15                   7.754e-16                   7.093e-16                   5.544e-16                   2.870e-15                   5.794e-16
2.096e+01                   1.895e-13                   1.769e-14                   1.351e-15                   5.762e-16                   8.482e-16                   6.714e-16                   3.977e-16                   2.656e-16                   1.839e-16                   1.567e-16                   1.350e-16                   3.662e-15                   6.949e-17                   3.753e-16                   2.291e-14                   7.578e-17                   3.715e-17                   1.813e-16                   7.761e-16                   2.053e-15                   2.318e-15                   7.755e-16                   7.094e-16                   5.545e-16                   2.873e-15                   5.792e-16
2.101e+01                   1.895e-13                   1.779e-14                   1.359e-15                   5.740e-16                   8.481e-16                   6.690e-16                   3.962e-16                   2.646e-16                   1.832e-16                   1.561e-16                   1.345e-16                   3.662e-15                   6.952e-17                   3.757e-16                   2.300e-14                   7.550e-17                   3.702e-17                   1.813e-16                   7.762e-16                   2.053e-15                   2.318e-15                   7.756e-16                   7.095e-16                   5.547e-16                   2.877e-15                   5.789e-16
2.107e+01                   1.895e-13                   1.789e-14                   1.367e-15                   5.719e-16                   8.480e-16                   6.665e-16                   3.947e-16                   2.636e-16                   1.826e-16                   1.555e-16                   1.340e-16                   3.662e-15                   6.955e-17                   3.761e-16                   2.309e-14                   7.523e-17                   3.689e-17                   1.813e-16                   7.762e-16                   2.052e-15                   2.317e-15                   7.757e-16                   7.096e-16                   5.549e-16                   2.880e-15                   5.787e-16
2.113e+01                   1.895e-13                   1.799e-14                   1.375e-15                   5.698e-16                   8.479e-16                   6.641e-16                   3.933e-16                   2.626e-16                   1.819e-16                   1.550e-16                   1.336e-16                   3.661e-15                   6.957e-17                   3.765e-16                   2.319e-14                   7.497e-17                   3.676e-17                   1.813e-16                   7.763e-16                   2.052e-15                   2.316e-15                   7.758e-16                   7.096e-16                   5.550e-16                   2.884e-15                   5.784e-16
2.118e+01                   1.895e-13                   1.809e-14                   1.383e-15                   5.677e-16                   8.477e-16                   6.616e-16                   3.919e-16                   2.616e-16                   1.813e-16                   1.544e-16                   1.331e-16                   3.661e-15                   6.959e-17                   3.769e-16                   2.328e-14                   7.470e-17                   3.663e-17                   1.813e-16                   7.763e-16                   2.051e-15                   2.316e-15                   7.759e-16                   7.097e-16                   5.552e-16                   2.887e-15                   5.782e-16
2.124e+01                   1.895e-13                   1.819e-14                   1.391e-15                   5.656e-16                   8.476e-16                   6.592e-16                   3.905e-16                   2.606e-16                   1.807e-16                   1.538e-16                   1.326e-16                   3.660e-15                   6.961e-17                   3.773e-16                   2.337e-14                   7.444e-17                   3.650e-17                   1.813e-16                   7.763e-16                   2.051e-15                   2.315e-15                   7.760e-16                   7.098e-16                   5.554e-16                   2.891e-15                   5.779e-16
2.130e+01                   1.895e-13                   1.829e-14                   1.399e-15                   5.636e-16                   8.475e-16                   6.568e-16                   3.892e-16                   2.596e-16                   1.800e-16                   1.532e-16                   1.321e-16                   3.660e-15                   6.961e-17                   3.777e-16                   2.347e-14                   7.418e-17                   3.637e-17                   1.813e-16                   7.764e-16                   2.050e-15                   2.314e-15                   7.761e-16                   7.098e-16                   5.555e-16                   2.894e-15                   5.776e-16
2.135e+01                   1.895e-13                   1.839e-14                   1.407e-15                   5.615e-16                   8.473e-16                   6.544e-16                   3.878e-16                   2.586e-16                   1.794e-16                   1.527e-16                   1.317e-16                   3.660e-15                   6.962e-17                   3.781e-16                   2.356e-14                   7.392e-17                   3.624e-17                   1.813e-16                   7.764e-16                   2.050e-15                   2.314e-15                   7.761e-16                   7.099e-16                   5.557e-16                   2.898e-15                   5.774e-16
2.141e+01                   1.895e-13                   1.849e-14                   1.415e-15                   5.595e-16                   8.472e-16                   6.520e-16                   3.865e-16                   2.576e-16                   1.788e-16                   1.521e-16                   1.312e-16                   3.659e-15                   6.962e-17                   3.785e-16                   2.365e-14                   7.366e-17                   3.611e-17                   1.813e-16                   7.764e-16                   2.049e-15                   2.313e-15                   7.762e-16                   7.099e-16                   5.558e-16                   2.901e-15                   5.771e-16
2.146e+01                   1.895e-13                   1.859e-14                   1.423e-15                   5.574e-16                   8.470e-16                   6.496e-16                   3.851e-16                   2.567e-16                   1.781e-16                   1.515e-16                   1.307e-16                   3.659e-15                   6.962e-17                   3.789e-16                   2.374e-14                   7.340e-17                   3.598e-17                   1.813e-16                   7.764e-16                   2.049e-15                   2.312e-15                   7.762e-16                   7.099e-16                   5.559e-16                   2.904e-15                   5.768e-16
2.152e+01                   1.895e-13                   1.870e-14                   1.431e-15                   5.554e-16                   8.468e-16                   6.472e-16                   3.838e-16                   2.557e-16                   1.775e-16                   1.510e-16                   1.302e-16                   3.658e-15                   6.961e-17                   3.793e-16                   2.384e-14                   7.314e-17                   3.585e-17                   1.813e-16                   7.764e-16                   2.048e-15                   2.312e-15                   7.763e-16                   7.100e-16                   5.561e-16                   2.908e-15                   5.766e-16
2.158e+01                   1.895e-13                   1.880e-14                   1.439e-15                   5.534e-16                   8.467e-16                   6.448e-16                   3.825e-16                   2.548e-16                   1.769e-16                   1.504e-16                   1.298e-16                   3.657e-15                   6.960e-17                   3.796e-16                   2.393e-14                   7.288e-17                   3.572e-17                   1.813e-16                   7.764e-16                   2.048e-15                   2.311e-15                   7.764e-16                   7.100e-16                   5.562e-16                   2.911e-15                   5.763e-16
2.163e+01                   1.895e-13                   1.890e-14                   1.447e-15                   5.514e-16                   8.465e-16                   6.425e-16                   3.812e-16                   2.538e-16                   1.762e-16                   1.499e-16                   1.293e-16                   3.657e-15                   6.959e-17                   3.800e-16                   2.402e-14                   7.263e-17                   3.559e-17                   1.813e-16                   7.764e-16                   2.047e-15                   2.310e-15                   7.764e-16                   7.100e-16                   5.564e-16                   2.914e-15                   5.760e-16
2.169e+01                   1.895e-13                   1.900e-14                   1.455e-15                   5.494e-16                   8.464e-16                   6.401e-16                   3.798e-16                   2.529e-16                   1.756e-16                   1.494e-16                   1.288e-16                   3.656e-15                   6.957e-17                   3.804e-16                   2.411e-14                   7.237e-17                   3.546e-17                   1.813e-16                   7.764e-16                   2.047e-15                   2.309e-15                   7.765e-16                   7.101e-16                   5.565e-16                   2.918e-15                   5.757e-16
2.174e+01                   1.895e-13                   1.910e-14                   1.463e-15                   5.474e-16                   8.462e-16                   6.377e-16                   3.785e-16                   2.520e-16                   1.749e-16                   1.488e-16                   1.284e-16                   3.656e-15                   6.955e-17                   3.808e-16                   2.421e-14                   7.211e-17                   3.533e-17                   1.813e-16                   7.764e-16                   2.046e-15                   2.309e-15                   7.765e-16                   7.101e-16                   5.567e-16                   2.921e-15                   5.754e-16
2.180e+01                   1.895e-13                   1.920e-14                   1.471e-15                   5.454e-16                   8.460e-16                   6.354e-16                   3.772e-16                   2.510e-16                   1.743e-16                   1.483e-16                   1.279e-16                   3.655e-15                   6.952e-17                   3.811e-16                   2.430e-14                   7.186e-17                   3.520e-17                   1.813e-16                   7.764e-16                   2.045e-15                   2.308e-15                   7.765e-16                   7.101e-16                   5.568e-16                   2.924e-15                   5.752e-16
2.185e+01                   1.896e-13                   1.930e-14                   1.479e-15                   5.435e-16                   8.458e-16                   6.331e-16                   3.759e-16                   2.501e-16                   1.737e-16                   1.478e-16                   1.275e-16                   3.654e-15                   6.952e-17                   3.815e-16                   2.439e-14                   7.161e-17                   3.508e-17                   1.813e-16                   7.764e-16                   2.045e-15                   2.307e-15                   7.765e-16                   7.101e-16                   5.569e-16                   2.927e-15                   5.749e-16
2.191e+01                   1.896e-13                   1.941e-14                   1.487e-15                   5.415e-16                   8.456e-16                   6.308e-16                   3.746e-16                   2.492e-16                   1.731e-16                   1.473e-16                   1.270e-16                   3.653e-15                   6.955e-17                   3.819e-16                   2.448e-14                   7.136e-17                   3.495e-17                   1.813e-16                   7.763e-16                   2.044e-15                   2.306e-15                   7.765e-16                   7.101e-16                   5.571e-16                   2.931e-15                   5.746e-16
2.197e+01                   1.896e-13                   1.951e-14                   1.495e-15                   5.395e-16                   8.454e-16                   6.284e-16                   3.733e-16                   2.483e-16                   1.724e-16                   1.468e-16                   1.265e-16                   3.652e-15                   6.959e-17                   3.822e-16                   2.457e-14                   7.111e-17                   3.482e-17                   1.813e-16                   7.763e-16                   2.043e-15                   2.305e-15                   7.766e-16                   7.101e-16                   5.572e-16                   2.934e-15                   5.743e-16
2.202e+01                   1.896e-13                   1.961e-14                   1.503e-15                   5.376e-16                   8.452e-16                   6.261e-16                   3.719e-16                   2.474e-16                   1.718e-16                   1.462e-16                   1.261e-16                   3.652e-15                   6.962e-17                   3.826e-16                   2.466e-14                   7.085e-17                   3.469e-17                   1.813e-16                   7.762e-16                   2.043e-15                   2.304e-15                   7.766e-16                   7.101e-16                   5.573e-16                   2.937e-15                   5.740e-16
2.208e+01                   1.896e-13                   1.971e-14                   1.511e-15                   5.356e-16                   8.450e-16                   6.237e-16                   3.706e-16                   2.465e-16                   1.711e-16                   1.457e-16                   1.256e-16                   3.651e-15                   6.966e-17                   3.829e-16                   2.476e-14                   7.060e-17                   3.457e-17                   1.812e-16                   7.762e-16                   2.042e-15                   2.304e-15                   7.766e-16                   7.101e-16                   5.575e-16                   2.940e-15                   5.737e-16
2.213e+01                   1.896e-13                   1.981e-14                   1.519e-15                   5.337e-16                   8.448e-16                   6.214e-16                   3.693e-16                   2.456e-16                   1.705e-16                   1.452e-16                   1.252e-16                   3.650e-15                   6.968e-17                   3.833e-16                   2.485e-14                   7.035e-17                   3.444e-17                   1.812e-16                   7.762e-16                   2.041e-15                   2.303e-15                   7.766e-16                   7.101e-16                   5.576e-16                   2.943e-15                   5.734e-16
2.219e+01                   1.896e-13                   1.992e-14                   1.528e-15                   5.318e-16                   8.446e-16                   6.191e-16                   3.680e-16                   2.447e-16                   1.698e-16                   1.447e-16                   1.247e-16                   3.649e-15                   6.971e-17                   3.836e-16                   2.494e-14                   7.010e-17                   3.432e-17                   1.812e-16                   7.761e-16                   2.041e-15                   2.302e-15                   7.766e-16                   7.101e-16                   5.577e-16                   2.946e-15                   5.731e-16
2.224e+01                   1.896e-13                   2.002e-14                   1.536e-15                   5.299e-16                   8.444e-16                   6.168e-16                   3.667e-16                   2.439e-16                   1.692e-16                   1.442e-16                   1.243e-16                   3.648e-15                   6.973e-17                   3.840e-16                   2.503e-14                   6.985e-17                   3.419e-17                   1.812e-16                   7.760e-16                   2.040e-15                   2.301e-15                   7.766e-16                   7.101e-16                   5.578e-16                   2.949e-15                   5.728e-16
2.230e+01                   1.896e-13                   2.012e-14                   1.544e-15                   5.280e-16                   8.442e-16                   6.145e-16                   3.654e-16                   2.430e-16                   1.686e-16                   1.437e-16                   1.239e-16                   3.647e-15                   6.974e-17                   3.843e-16                   2.512e-14                   6.960e-17                   3.407e-17                   1.812e-16                   7.760e-16                   2.039e-15                   2.300e-15                   7.765e-16                   7.101e-16                   5.579e-16                   2.952e-15                   5.725e-16
2.235e+01                   1.896e-13                   2.022e-14                   1.552e-15                   5.261e-16                   8.439e-16                   6.123e-16                   3.641e-16                   2.421e-16                   1.680e-16                   1.432e-16                   1.234e-16                   3.646e-15                   6.976e-17                   3.846e-16                   2.521e-14                   6.936e-17                   3.395e-17                   1.812e-16                   7.759e-16                   2.039e-15                   2.299e-15                   7.765e-16                   7.101e-16                   5.581e-16                   2.955e-15                   5.722e-16
2.241e+01                   1.896e-13                   2.032e-14                   1.560e-15                   5.243e-16                   8.437e-16                   6.100e-16                   3.628e-16                   2.413e-16                   1.673e-16                   1.427e-16                   1.230e-16                   3.645e-15                   6.977e-17                   3.849e-16                   2.530e-14                   6.911e-17                   3.384e-17                   1.811e-16                   7.758e-16                   2.038e-15                   2.298e-15                   7.765e-16                   7.100e-16                   5.582e-16                   2.958e-15                   5.719e-16
2.246e+01                   1.895e-13                   2.043e-14                   1.568e-15                   5.224e-16                   8.434e-16                   6.078e-16                   3.615e-16                   2.405e-16                   1.667e-16                   1.422e-16                   1.225e-16                   3.645e-15                   6.978e-17                   3.853e-16                   2.539e-14                   6.887e-17                   3.372e-17                   1.811e-16                   7.758e-16                   2.037e-15                   2.297e-15                   7.765e-16                   7.100e-16                   5.583e-16                   2.961e-15                   5.716e-16
2.252e+01                   1.895e-13                   2.053e-14                   1.576e-15                   5.206e-16                   8.432e-16                   6.056e-16                   3.602e-16                   2.396e-16                   1.661e-16                   1.418e-16                   1.221e-16                   3.644e-15                   6.978e-17                   3.856e-16                   2.548e-14                   6.862e-17                   3.360e-17                   1.811e-16                   7.757e-16                   2.036e-15                   2.296e-15                   7.764e-16                   7.100e-16                   5.584e-16                   2.964e-15                   5.712e-16
2.257e+01                   1.895e-13                   2.063e-14                   1.584e-15                   5.187e-16                   8.429e-16                   6.034e-16                   3.589e-16                   2.388e-16                   1.655e-16                   1.413e-16                   1.217e-16                   3.643e-15                   6.978e-17                   3.859e-16                   2.557e-14                   6.838e-17                   3.349e-17                   1.811e-16                   7.756e-16                   2.036e-15                   2.295e-15                   7.764e-16                   7.099e-16                   5.585e-16                   2.967e-15                   5.709e-16
2.263e+01                   1.895e-13                   2.073e-14                   1.592e-15                   5.169e-16                   8.427e-16                   6.012e-16                   3.576e-16                   2.380e-16                   1.649e-16                   1.408e-16                   1.213e-16                   3.642e-15                   6.978e-17                   3.862e-16                   2.566e-14                   6.814e-17                   3.337e-17                   1.811e-16                   7.755e-16                   2.035e-15                   2.294e-15                   7.763e-16                   7.099e-16                   5.586e-16                   2.970e-15                   5.706e-16
2.268e+01                   1.895e-13                   2.084e-14                   1.600e-15                   5.151e-16                   8.424e-16                   5.991e-16                   3.563e-16                   2.372e-16                   1.643e-16                   1.403e-16                   1.208e-16                   3.641e-15                   6.977e-17                   3.866e-16                   2.575e-14                   6.790e-17                   3.326e-17                   1.810e-16                   7.754e-16                   2.034e-15                   2.293e-15                   7.763e-16                   7.098e-16                   5.587e-16                   2.973e-15                   5.703e-16
2.274e+01                   1.895e-13                   2.094e-14                   1.609e-15                   5.134e-16                   8.422e-16                   5.970e-16                   3.550e-16                   2.364e-16                   1.637e-16                   1.398e-16                   1.204e-16                   3.639e-15                   6.976e-17                   3.869e-16                   2.584e-14                   6.767e-17                   3.315e-17                   1.810e-16                   7.753e-16                   2.033e-15                   2.292e-15                   7.762e-16                   7.098e-16                   5.588e-16                   2.976e-15                   5.700e-16
2.279e+01                   1.895e-13                   2.104e-14                   1.617e-15                   5.116e-16                   8.419e-16                   5.949e-16                   3.537e-16                   2.356e-16                   1.631e-16                   1.393e-16                   1.200e-16                   3.638e-15                   6.975e-17                   3.872e-16                   2.593e-14                   6.743e-17                   3.304e-17                   1.810e-16                   7.752e-16                   2.033e-15                   2.291e-15                   7.762e-16                   7.097e-16                   5.589e-16                   2.978e-15                   5.696e-16
2.285e+01                   1.895e-13                   2.115e-14                   1.625e-15                   5.099e-16                   8.416e-16                   5.928e-16                   3.525e-16                   2.348e-16                   1.625e-16                   1.389e-16                   1.196e-16                   3.637e-15                   6.973e-17                   3.875e-16                   2.602e-14                   6.720e-17                   3.293e-17                   1.810e-16                   7.751e-16                   2.032e-15                   2.290e-15                   7.761e-16                   7.096e-16                   5.590e-16                   2.981e-15                   5.693e-16
2.290e+01                   1.895e-13                   2.125e-14                   1.633e-15                   5.081e-16                   8.413e-16                   5.908e-16                   3.512e-16                   2.340e-16                   1.620e-16                   1.384e-16                   1.192e-16                   3.636e-15                   6.971e-17                   3.878e-16                   2.611e-14                   6.697e-17                   3.282e-17                   1.809e-16                   7.749e-16                   2.031e-15                   2.289e-15                   7.760e-16                   7.096e-16                   5.591e-16                   2.984e-15                   5.690e-16
2.296e+01                   1.895e-13                   2.135e-14                   1.641e-15                   5.064e-16                   8.411e-16                   5.888e-16                   3.500e-16                   2.332e-16                   1.614e-16                   1.379e-16                   1.188e-16                   3.635e-15                   6.969e-17                   3.881e-16                   2.620e-14                   6.674e-17                   3.271e-17                   1.809e-16                   7.748e-16                   2.030e-15                   2.288e-15                   7.759e-16                   7.095e-16                   5.592e-16                   2.987e-15                   5.686e-16
2.301e+01                   1.895e-13                   2.145e-14                   1.649e-15                   5.047e-16                   8.408e-16                   5.868e-16                   3.488e-16                   2.324e-16                   1.609e-16                   1.375e-16                   1.184e-16                   3.634e-15                   6.967e-17                   3.884e-16                   2.629e-14                   6.651e-17                   3.260e-17                   1.809e-16                   7.747e-16                   2.029e-15                   2.287e-15                   7.758e-16                   7.094e-16                   5.592e-16                   2.989e-15                   5.683e-16
2.307e+01                   1.895e-13                   2.156e-14                   1.657e-15                   5.030e-16                   8.405e-16                   5.848e-16                   3.475e-16                   2.317e-16                   1.603e-16                   1.370e-16                   1.180e-16                   3.632e-15                   6.964e-17                   3.887e-16                   2.638e-14                   6.628e-17                   3.249e-17                   1.808e-16                   7.746e-16                   2.028e-15                   2.286e-15                   7.757e-16                   7.094e-16                   5.593e-16                   2.992e-15                   5.679e-16
2.312e+01                   1.895e-13                   2.166e-14                   1.666e-15                   5.013e-16                   8.402e-16                   5.829e-16                   3.463e-16                   2.309e-16                   1.597e-16                   1.365e-16                   1.176e-16                   3.631e-15                   6.960e-17                   3.890e-16                   2.647e-14                   6.605e-17                   3.239e-17                   1.808e-16                   7.744e-16                   2.028e-15                   2.285e-15                   7.756e-16                   7.093e-16                   5.594e-16                   2.995e-15                   5.676e-16
